1 66	2.1449101282656257e-05 0.0007451564828614009
35 103 10 53	0.2 0.0007451564828614009
35 103 11 28	0.2 0.0007451564828614009
35 103 11 53	0.2 0.0007451564828614009
35 103 21 34	0.35267857142857145 0.02608047690014903
35 103 21 95	0.006356224955091889 0.06333830104321908
35 103 21 117	0.04473684210526316 0.012667660208643815
35 103 28	0.28063241106719367 0.026825633383010434
35 103 30 34	0.4851063829787234 0.02459016393442623
35 103 30 95	0.007170767315041436 0.05737704918032787
35 103 38 80	0.0008499374437769483 0.04918032786885246
35 103 61	0.22580645161290322 0.005216095380029807
35 103 61 117	0.010309278350515464 0.0007451564828614009
36 101 8 39	0.007211538461538462 0.0022354694485842027
36 101 10 28	0.05682951146560319 0.00819672131147541
36 101 12	0.12550143266475644 0.14605067064083457
36 101 12 34	0.026595744680851064 0.0037257824143070045
36 101 20	0.005134680134680135 0.00894187779433681
36 101 20 18	0.0029721923814967463 0.013412816691505217
36 101 20 27	0.0025631452011665337 0.00819672131147541
36 101 20 34	0.01735833998403831 0.021609538002980627
36 101 20 95	0.0002629911280101394 0.03204172876304024
36 101 20 117	0.006452708439463406 0.014157973174366617
36 101 23 12	0.0125 0.0007451564828614009
36 101 23 39	0.015555555555555555 0.005216095380029807
36 101 35 80	0.00012722474925498683 0.013412816691505217
36 101 39	0.01564315031363742 0.05514157973174367
36 101 39 27	0.0007525263384218448 0.0029806259314456036
36 101 39 117	0.00015582391897156213 0.0029806259314456036
36 101 40	0.010810302688475278 0.05141579731743666
36 101 40 27	0.00030376670716889426 0.0014903129657228018
36 101 40 52	0.0010469377072064212 0.0029806259314456036
36 101 44 39	0.03669724770642202 0.0067064083457526085
36 101 45 28	0.03419972640218878 0.007451564828614009
36 101 45 52	0.036231884057971016 0.007451564828614009
36 101 50 39	0.0410958904109589 0.0022354694485842027
36 101 57	0.0023959921585711176 0.0067064083457526085
36 101 58 40	0.017738359201773836 0.004470938897168405
36 101 67 61	0.013412816691505217 0.012667660208643815
36 101 73 39	0.0071090047393364926 0.0022354694485842027
36 101 79 28	0.017543859649122806 0.0014903129657228018
36 101 88 12	0.0125 0.0007451564828614009
36 101 88 39	0.015384615384615385 0.005216095380029807
36 101 109 39	0.012841091492776886 0.005216095380029807
36 101 109 40	0.011479591836734694 0.0037257824143070045
36 101 115 39	0.06 0.0022354694485842027
36 101 123 39	0.017857142857142856 0.0029806259314456036
36 127 10 28	0.3333333333333333 0.0007451564828614009
36 127 12	0.22093023255813954 0.014157973174366617
36 127 20	0.0034482758620689655 0.0007451564828614009
36 127 20 18	0.003586258965647414 0.0029806259314456036
36 127 20 95	0.0013559805880673707 0.0037257824143070045
36 127 67 61	0.03488372093023256 0.0037257824143070045
37 71 12	0.06976744186046512 0.0022354694485842027
37 102 8 39	0.041666666666666664 0.0007451564828614009
37 102 10 28	0.05329593267882188 0.005216095380029807
37 102 12	0.25076452599388377 0.09090909090909091
37 102 20 18	0.0011789795202355484 0.00819672131147541
37 102 20 34	0.02848639455782313 0.011922503725782414
37 102 20 95	0.000562841725333238 0.01639344262295082
37 102 20 117	0.0063264445381695485 0.0029806259314456036
37 102 23 12	0.034482758620689655 0.0014903129657228018
37 102 35 80	0.0001582850940665702 0.00819672131147541
37 102 39	0.059509918319719954 0.020864381520119227
37 102 39 121	0.003787878787878788 0.0007451564828614009
37 102 40	0.026136363636363635 0.028315946348733235
37 102 44 12	0.07329842931937172 0.005961251862891207
37 102 44 39	0.05309734513274336 0.0029806259314456036
37 102 67 61	0.06265984654731457 0.0067064083457526085
37 102 73 39	0.03571428571428571 0.0007451564828614009
37 102 109 12	0.05217391304347826 0.004470938897168405
37 111 10 28	0.017713365539452495 0.0014903129657228018
37 111 10 53	0.25384615384615383 0.0014903129657228018
37 111 12	0.012972972972972972 0.004470938897168405
37 111 20 34	0.012599951538647928 0.0014903129657228018
37 111 20 95	0.00014208681816868827 0.0014903129657228018
37 111 39	0.017860151642796966 0.0037257824143070045
37 111 40	0.014557305812058663 0.005216095380029807
37 111 40 117	0.0001819063788503517 0.0007451564828614009
37 111 45 53	0.012195121951219513 0.0007451564828614009
37 111 50 39	0.06666666666666667 0.0007451564828614009
37 111 67 61	0.030095759233926128 0.0022354694485842027
37 111 109 12	0.010238907849829351 0.0014903129657228018
37 111 109 39	0.02631578947368421 0.0007451564828614009
37 111 109 40	0.010526315789473684 0.0007451564828614009
37 111 115 39	0.06666666666666667 0.0007451564828614009
39	0.5052631578947369 0.07153502235469449
39 15 80	0.0032175032175032173 0.011177347242921014
39 15 100 6	0.0001902587519025875 0.0007451564828614009
39 15 100 20	0.03038146053993788 0.0029806259314456036
39 15 100 39	0.11963798661046368 0.013412816691505217
39 15 100 40	0.05747126436781609 0.014903129657228018
39 18 18	0.02336138740117317 0.0007451564828614009
39 18 18 18	0.005907310473387299 0.0007451564828614009
39 18 18 27	0.022133109205390467 0.0007451564828614009
39 18 27 18	0.029343523427645544 0.0007451564828614009
39 18 27 92	0.02708803611738149 0.0007451564828614009
39 18 45 110	0.008155684754521964 0.0007451564828614009
39 18 83	0.023280046763412714 0.0007451564828614009
39 18 83 18	0.004857655008655592 0.0007451564828614009
39 18 83 27	0.024458125868753827 0.0007451564828614009
39 18 83 83	0.004630638851877348 0.0007451564828614009
39 18 85 39	0.0020491803278688526 0.0007451564828614009
39 18 92	0.09523809523809523 0.0007451564828614009
39 18 92 18	0.031097009011492236 0.0007451564828614009
39 27	0.02097902097902098 0.0022354694485842027
39 27 18	0.022222222222222223 0.0007451564828614009
39 27 27	0.10231023102310231 0.009687034277198211
39 27 27 27	0.027061044682190057 0.0067064083457526085
39 27 27 83	0.016707168894289186 0.0007451564828614009
39 27 27 92	0.027589468705659783 0.005961251862891207
39 27 52 92	0.1 0.0007451564828614009
39 27 52 117	0.014462809917355372 0.0037257824143070045
39 27 77 12	0.18674698795180722 0.004470938897168405
39 27 77 39	0.2 0.0037257824143070045
39 27 83 83	0.003228853559701259 0.0007451564828614009
39 27 92	0.14450867052023122 0.01564828614008942
39 27 92 27	0.035875358753587536 0.010432190760059613
39 27 92 92	0.035964912280701755 0.005961251862891207
39 27 93 28	0.2619047619047619 0.0022354694485842027
39 27 93 53	1.0 0.0007451564828614009
39 27 104 39	0.255 0.0022354694485842027
39 27 104 40	0.06097560975609756 0.005216095380029807
39 27 105 12	0.20408163265306123 0.0007451564828614009
39 27 105 39	0.05217391304347826 0.0037257824143070045
39 27 105 40	0.13428120063191154 0.0022354694485842027
39 27 105 53	0.5 0.0007451564828614009
39 27 117 56	0.3333333333333333 0.0014903129657228018
39 27 121 56	0.8 0.0007451564828614009
39 30	0.014218009478672985 0.0022354694485842027
39 30 18 18	0.003004409688923481 0.00894187779433681
39 30 18 83	0.0030528301772843034 0.00819672131147541
39 30 18 92	0.006798570556959819 0.00894187779433681
39 30 27 92	0.005010438413361169 0.0037257824143070045
39 30 27 95	0.00013765888129215804 0.004470938897168405
39 30 27 117	0.005555555555555556 0.0007451564828614009
39 30 34	0.29411764705882354 0.018628912071535022
39 30 34 99	0.025885558583106268 0.005961251862891207
39 30 83 18	0.0007608025275253098 0.00894187779433681
39 30 83 83	0.0009259099787701946 0.00819672131147541
39 30 85 6	0.00026048450117218026 0.0007451564828614009
39 30 85 12	0.16508313539192399 0.045454545454545456
39 30 85 20	0.021468094279965506 0.011177347242921014
39 30 85 39	0.21368675383740762 0.03651266766020864
39 30 85 40	0.15193971532235556 0.040983606557377046
39 30 85 57	0.017241379310344827 0.01639344262295082
39 30 86 53	0.17142857142857143 0.00819672131147541
39 30 92 27	0.006641760066417601 0.004470938897168405
39 30 92 34	0.00946372239747634 0.0022354694485842027
39 30 92 95	0.00035093876118617303 0.0067064083457526085
39 30 95	0.01106266149870801 0.037257824143070044
39 30 95 28	0.3224489795918367 0.014903129657228018
39 30 95 30	0.0021078322609274463 0.004470938897168405
39 30 95 34	0.3194444444444444 0.012667660208643815
39 30 95 52	0.006247288503253796 0.01713859910581222
39 30 105 40	0.01509433962264151 0.0022354694485842027
39 30 117	0.14705882352941177 0.01639344262295082
39 30 117 92	0.1 0.0007451564828614009
39 30 117 99	0.025889967637540454 0.004470938897168405
39 45 110	0.007960808328230252 0.0029806259314456036
39 45 110 18	0.0007130516050055481 0.0007451564828614009
39 45 110 83	0.0007215856703102808 0.0007451564828614009
39 45 110 92	0.012401132701884582 0.0007451564828614009
39 52	0.0234375 0.0022354694485842027
39 52 18 34	0.005449591280653951 0.0014903129657228018
39 52 18 83	0.0028791059315610595 0.0037257824143070045
39 52 30 34	0.47058823529411764 0.00819672131147541
39 52 34	0.4 0.014157973174366617
39 52 34 99	0.02702702702702703 0.004470938897168405
39 52 77 12	0.1 0.004470938897168405
39 52 85 12	0.35906040268456374 0.01713859910581222
39 52 85 20	0.03098106712564544 0.004470938897168405
39 52 85 39	0.39614121510673234 0.013412816691505217
39 52 85 40	0.31268631997350116 0.01639344262295082
39 52 95	0.050682261208576995 0.013412816691505217
39 52 95 99	0.025454545454545455 0.0037257824143070045
39 52 104 12	1.0 0.0007451564828614009
39 52 105 39	0.1069182389937107 0.009687034277198211
39 52 105 40	0.11946902654867257 0.0022354694485842027
39 52 105 57	0.045454545454545456 0.0007451564828614009
39 52 117	0.1978319783197832 0.026825633383010434
39 52 117 27	0.02481389578163772 0.004470938897168405
39 52 117 52	0.010574018126888218 0.0022354694485842027
39 52 117 92	0.02849740932642487 0.0037257824143070045
39 52 122 12	0.08333333333333333 0.0007451564828614009
39 52 122 40	0.06818181818181818 0.0022354694485842027
39 52 126 61	0.16666666666666666 0.007451564828614009
39 77 8 12	0.16666666666666666 0.0022354694485842027
39 77 8 40	0.34177215189873417 0.0067064083457526085
39 77 10 28	0.16666666666666666 0.005961251862891207
39 77 12	0.3751728907330567 0.10581222056631892
39 77 12 27	0.03493975903614458 0.0067064083457526085
39 77 12 92	0.027259684361549498 0.005216095380029807
39 77 12 99	0.026170036001107726 0.005216095380029807
39 77 16 28	0.2542372881355932 0.0067064083457526085
39 77 16 52	0.14465408805031446 0.012667660208643815
39 77 20	0.021627188465499485 0.00819672131147541
39 77 20 34	0.22741433021806853 0.018628912071535022
39 77 20 83	0.0005680059856079035 0.00894187779433681
39 77 20 95	0.0027132461426892397 0.026825633383010434
39 77 23 39	0.11904761904761904 0.0037257824143070045
39 77 23 40	0.10256410256410256 0.0029806259314456036
39 77 35 80	0.0011549922615518475 0.014157973174366617
39 77 39	0.38839285714285715 0.07153502235469449
39 77 39 27	0.013123359580052493 0.0037257824143070045
39 77 39 99	0.02516411378555799 0.0037257824143070045
39 77 40	0.1851106639839034 0.044709388971684055
39 77 40 27	0.017793594306049824 0.004470938897168405
39 77 43 52	0.125 0.0007451564828614009
39 77 44 39	0.16393442622950818 0.00894187779433681
39 77 44 40	0.0234375 0.0022354694485842027
39 77 45 28	0.14545454545454545 0.004470938897168405
39 77 45 52	0.20967741935483872 0.00819672131147541
39 77 50 20	0.08 0.0014903129657228018
39 77 57	0.05426356589147287 0.005216095380029807
39 77 58 40	0.3 0.010432190760059613
39 77 67 61	0.13213213213213212 0.011177347242921014
39 77 73 12	0.16666666666666666 0.0022354694485842027
39 77 73 40	0.35 0.007451564828614009
39 77 88 40	0.10256410256410256 0.0029806259314456036
39 77 123 40	0.08 0.0014903129657228018
39 83 18	0.023166698906605502 0.0007451564828614009
39 83 18 18	0.0038888711161095798 0.0007451564828614009
39 83 18 83	0.004133751190201685 0.0007451564828614009
39 83 27 18	0.003077091624451923 0.0007451564828614009
39 83 83	0.023023123821380838 0.0007451564828614009
39 83 83 18	0.013368160663789043 0.0007451564828614009
39 83 83 83	0.013229122311203252 0.0007451564828614009
39 83 92	0.06593406593406594 0.0007451564828614009
39 85 20	0.37209302325581395 0.0022354694485842027
39 85 40	0.6666666666666666 0.0007451564828614009
39 92	0.008547008547008548 0.0007451564828614009
39 92 18	0.022222222222222223 0.0007451564828614009
39 92 18 18	0.002769129759081293 0.0007451564828614009
39 92 27	0.11470588235294117 0.011922503725782414
39 92 27 27	0.02797513321492007 0.007451564828614009
39 92 27 83	0.016707168894289186 0.0007451564828614009
39 92 27 92	0.028775398132894016 0.00894187779433681
39 92 52 95	0.2 0.0007451564828614009
39 92 52 117	0.012944983818770227 0.004470938897168405
39 92 77 12	0.17333333333333334 0.0029806259314456036
39 92 83	0.022222222222222223 0.0007451564828614009
39 92 83 83	0.003228853559701259 0.0007451564828614009
39 92 92	0.11071428571428571 0.009687034277198211
39 92 92 27	0.03720577069096431 0.007451564828614009
39 92 92 92	0.03694390715667312 0.005961251862891207
39 92 93 28	0.2857142857142857 0.0022354694485842027
39 92 104 12	0.15 0.0022354694485842027
39 92 104 39	0.24128686327077747 0.0014903129657228018
39 92 104 40	0.045714285714285714 0.005216095380029807
39 92 105 12	0.2653061224489796 0.0029806259314456036
39 92 105 40	0.16632443531827515 0.0007451564828614009
39 92 105 57	0.07692307692307693 0.0007451564828614009
39 92 126 61	0.1989795918367347 0.0007451564828614009
39 93 14 39	1.0 0.0014903129657228018
39 93 14 40	0.21739130434782608 0.0037257824143070045
39 93 28	0.42944038929440387 0.038002980625931444
39 93 28 27	0.034408602150537634 0.0037257824143070045
39 93 28 52	0.04395604395604396 0.0022354694485842027
39 93 30 34	0.5197368421052632 0.013412816691505217
39 93 30 95	0.005272642327971701 0.013412816691505217
39 93 30 117	0.3046875 0.0037257824143070045
39 93 52	0.35135135135135137 0.01788375558867362
39 93 52 27	0.03225806451612903 0.0007451564828614009
39 93 52 99	0.02631578947368421 0.0037257824143070045
39 93 53	0.3473684210526316 0.01713859910581222
39 93 56 27	0.05 0.0007451564828614009
39 93 75 12	0.04291845493562232 0.007451564828614009
39 93 75 39	0.03656597774244833 0.005216095380029807
39 93 75 40	0.0454318522216675 0.014903129657228018
39 93 75 53	0.10311493018259936 0.012667660208643815
39 93 81 12	0.19047619047619047 0.007451564828614009
39 93 81 40	0.17475728155339806 0.00894187779433681
39 93 107 52	0.25 0.0007451564828614009
39 93 110 20	0.029910714285714287 0.0022354694485842027
39 93 110 39	0.2555366269165247 0.01639344262295082
39 93 110 40	0.07710280373831775 0.014903129657228018
39 99	0.030303030303030304 0.004470938897168405
39 99 18 83	0.00130661150129705 0.005961251862891207
39 99 18 95	6.127544845968841e-05 0.0029806259314456036
39 99 27 92	0.011380880121396054 0.0037257824143070045
39 99 30 95	0.055133079847908745 0.014157973174366617
39 99 34	0.44881889763779526 0.023099850968703428
39 99 52 34	0.42857142857142855 0.004470938897168405
39 99 52 95	0.043010752688172046 0.005961251862891207
39 99 77 39	0.15333333333333332 0.00894187779433681
39 99 83 27	0.007844504488799791 0.005961251862891207
39 99 83 83	0.0003414359951899328 0.005961251862891207
39 99 83 92	0.007768666378938282 0.005961251862891207
39 99 83 95	6.124167495981015e-05 0.0029806259314456036
39 99 85 12	0.14719101123595504 0.030551415797317436
39 99 85 20	0.03219379051518253 0.00894187779433681
39 99 85 39	0.24627840167145468 0.02459016393442623
39 99 85 40	0.13434727503168567 0.027570789865871834
39 99 86 53	0.25 0.00819672131147541
39 99 86 61	0.0853897375636506 0.01639344262295082
39 99 92 27	0.013548387096774193 0.004470938897168405
39 99 92 92	0.013925729442970823 0.004470938897168405
39 99 95	0.016649848637739658 0.021609538002980627
39 99 95 28	0.3185483870967742 0.013412816691505217
39 99 95 34	0.36363636363636365 0.011922503725782414
39 99 95 52	0.03786057692307692 0.013412816691505217
39 99 95 53	0.42105263157894735 0.014157973174366617
39 99 117	0.24550898203592814 0.014903129657228018
39 99 122 12	0.08333333333333333 0.0007451564828614009
39 99 122 40	0.14893617021276595 0.005216095380029807
39 99 126 61	0.09707039790118059 0.00894187779433681
39 99 128 39	0.5142857142857142 0.004470938897168405
39 104 8 39	0.2893081761006289 0.013412816691505217
39 104 8 40	0.2662337662337662 0.014903129657228018
39 104 10 28	0.17796610169491525 0.004470938897168405
39 104 10 53	0.3 0.0037257824143070045
39 104 12	0.4844903988183161 0.18330849478390462
39 104 12 27	0.011152416356877323 0.004470938897168405
39 104 12 30	0.0010152284263959391 0.0007451564828614009
39 104 12 92	0.011299435028248588 0.004470938897168405
39 104 12 99	0.02277227722772277 0.0037257824143070045
39 104 16 28	0.43902439024390244 0.0029806259314456036
39 104 16 52	0.3127413127413127 0.014157973174366617
39 104 20	0.04905743578436777 0.011177347242921014
39 104 20 27	0.011189235058795006 0.005961251862891207
39 104 20 34	0.4110335804622765 0.02533532041728763
39 104 20 92	0.011057202755315963 0.005961251862891207
39 104 20 95	0.003910137921228494 0.041728763040238454
39 104 20 117	0.2542857142857143 0.021609538002980627
39 104 23 12	0.22 0.00819672131147541
39 104 23 39	0.23423423423423423 0.007451564828614009
39 104 23 40	0.10416666666666667 0.007451564828614009
39 104 35 80	0.001313970401757047 0.01788375558867362
39 104 39	0.5039594331758822 0.07228017883755589
39 104 39 27	0.020236881324025412 0.0029806259314456036
39 104 39 52	0.024516497824637176 0.0022354694485842027
39 104 39 99	0.02639977339250307 0.004470938897168405
39 104 39 117	2.7527355309338655e-05 0.0014903129657228018
39 104 40	0.2191029900332226 0.07526080476900149
39 104 40 27	0.02038295243977764 0.004470938897168405
39 104 40 92	0.02152115431645879 0.0037257824143070045
39 104 40 99	0.023533230544510265 0.00819672131147541
39 104 40 117	0.001016324715746681 0.010432190760059613
39 104 43 52	0.4358974358974359 0.004470938897168405
39 104 44 39	0.10743801652892562 0.00819672131147541
39 104 44 40	0.036036036036036036 0.0029806259314456036
39 104 45 28	0.4031413612565445 0.020119225037257823
39 104 45 52	0.35083798882681566 0.020119225037257823
39 104 45 53	0.009009009009009009 0.0007451564828614009
39 104 50 40	0.1388888888888889 0.0037257824143070045
39 104 57	0.0380997177798683 0.020119225037257823
39 104 57 52	0.036468330134357005 0.0022354694485842027
39 104 58 39	0.3018867924528302 0.01564828614008942
39 104 58 40	0.3525641025641026 0.01564828614008942
39 104 65 28	0.5 0.0014903129657228018
39 104 67 61	0.08 0.01639344262295082
39 104 73 40	0.2727272727272727 0.01564828614008942
39 104 79 28	0.2777777777777778 0.0037257824143070045
39 104 88 12	0.22 0.00819672131147541
39 104 88 39	0.24299065420560748 0.007451564828614009
39 104 88 40	0.10416666666666667 0.007451564828614009
39 104 109 12	0.043689320388349516 0.009687034277198211
39 104 109 39	0.03389830508474576 0.005961251862891207
39 104 121 52	0.6 0.0022354694485842027
39 104 121 56	0.030303030303030304 0.0007451564828614009
39 104 123 39	0.26666666666666666 0.01564828614008942
39 104 123 40	0.27102803738317754 0.011177347242921014
39 105 8 12	0.29108910891089107 0.00894187779433681
39 105 8 39	0.08955223880597014 0.014157973174366617
39 105 8 40	0.437941473259334 0.021609538002980627
39 105 10 28	0.2116279069767442 0.014157973174366617
39 105 10 53	0.2072072072072072 0.005216095380029807
39 105 12	0.21552723059096177 0.046199701937406856
39 105 12 27	0.02168021680216802 0.005216095380029807
39 105 12 52	0.01828410689170183 0.0037257824143070045
39 105 12 117	0.004325883201153569 0.004470938897168405
39 105 16 28	0.3076923076923077 0.007451564828614009
39 105 16 52	0.15463917525773196 0.01564828614008942
39 105 20	0.04036697247706422 0.00894187779433681
39 105 20 18	0.0006591690082260745 0.011922503725782414
39 105 20 34	0.38253348214285715 0.023099850968703428
39 105 20 83	0.0006627814768413595 0.012667660208643815
39 105 20 95	0.0028093003369950367 0.03651266766020864
39 105 20 117	0.26840813464235624 0.018628912071535022
39 105 23 40	0.07582938388625593 0.005961251862891207
39 105 35 80	0.0012102576515463093 0.014903129657228018
39 105 39	0.31508213041314087 0.04843517138599106
39 105 39 27	0.011385199240986717 0.005216095380029807
39 105 39 33	0.07407407407407407 0.0007451564828614009
39 105 39 34	0.15384615384615385 0.0014903129657228018
39 105 39 52	0.020292950869697894 0.0037257824143070045
39 105 39 99	0.02590438102163243 0.004470938897168405
39 105 40	0.4836908409942118 0.06855439642324888
39 105 40 27	0.01437763126539042 0.0022354694485842027
39 105 40 52	0.03294125883917944 0.0022354694485842027
39 105 40 99	0.027287515250101667 0.004470938897168405
39 105 40 117	1.3616743147374011e-05 0.0007451564828614009
39 105 44 39	0.15384615384615385 0.010432190760059613
39 105 45 28	0.31329113924050633 0.01639344262295082
39 105 45 52	0.24390243902439024 0.01639344262295082
39 105 45 53	0.1511627906976744 0.00819672131147541
39 105 53	0.08 0.0014903129657228018
39 105 56 40	0.25 0.0007451564828614009
39 105 57	0.018789144050104383 0.007451564828614009
39 105 57 52	0.01282051282051282 0.0007451564828614009
39 105 58 12	0.25 0.0022354694485842027
39 105 58 40	0.29891304347826086 0.014903129657228018
39 105 63 117	0.6 0.004470938897168405
39 105 67 61	0.1172291296625222 0.019374068554396422
39 105 73 12	0.2882703777335984 0.007451564828614009
39 105 73 39	0.08663366336633663 0.013412816691505217
39 105 73 40	0.43737373737373736 0.020864381520119227
39 105 73 53	0.5 0.0007451564828614009
39 105 79 28	0.7142857142857143 0.0037257824143070045
39 105 88 39	0.08849557522123894 0.007451564828614009
39 105 88 40	0.07582938388625593 0.005961251862891207
39 105 109 12	0.031578947368421054 0.0022354694485842027
39 105 109 39	0.04819277108433735 0.0029806259314456036
39 105 123 12	0.12403100775193798 0.011177347242921014
39 105 123 39	0.36 0.014903129657228018
39 105 123 40	0.2727272727272727 0.014157973174366617
39 105 123 57	0.1557377049180328 0.005216095380029807
39 117 28	0.5 0.01713859910581222
39 117 28 27	0.05263157894736842 0.0007451564828614009
39 117 28 52	0.027777777777777776 0.0022354694485842027
39 117 28 99	0.028089887640449437 0.0037257824143070045
39 117 30 95	0.0028343332231092633 0.014903129657228018
39 117 30 117	0.30952380952380953 0.0037257824143070045
39 117 32 28	0.35 0.004470938897168405
39 117 52	0.4745222929936306 0.028315946348733235
39 117 52 27	0.011990407673860911 0.0014903129657228018
39 117 56	0.08695652173913043 0.0014903129657228018
39 117 56 39	0.6 0.0022354694485842027
39 117 77 40	1.0 0.0007451564828614009
39 117 81 12	0.2553191489361702 0.013412816691505217
39 117 81 39	0.4 0.014157973174366617
39 117 81 40	0.2054794520547945 0.01564828614008942
39 117 93 53	1.0 0.0007451564828614009
39 117 104 12	1.0 0.0007451564828614009
39 117 104 40	0.07317073170731707 0.0014903129657228018
39 117 108 12	0.25 0.0007451564828614009
39 117 108 40	0.125 0.005216095380029807
39 117 110 39	0.22214234363767074 0.018628912071535022
39 117 110 40	0.07779456193353475 0.01639344262295082
39 117 110 57	0.009259259259259259 0.004470938897168405
39 117 122 39	0.16129032258064516 0.0007451564828614009
39 118 8 40	0.5 0.0007451564828614009
39 118 10 28	0.26865671641791045 0.011177347242921014
39 118 10 53	0.273972602739726 0.005961251862891207
39 118 21	0.04838709677419355 0.0022354694485842027
39 118 21 117	0.3137254901960784 0.007451564828614009
39 118 28	0.358695652173913 0.01713859910581222
39 118 28 92	0.05263157894736842 0.0007451564828614009
39 118 30	0.034482758620689655 0.0014903129657228018
39 118 30 18	0.0015869417365676718 0.0037257824143070045
39 118 30 117	0.30434782608695654 0.005216095380029807
39 118 40	0.2 0.0014903129657228018
39 118 40 92	0.3333333333333333 0.0007451564828614009
39 118 53	0.46785225718194257 0.03278688524590164
39 118 53 27	0.015584415584415584 0.0014903129657228018
39 118 53 52	0.04713603818615752 0.0022354694485842027
39 118 53 99	0.0273972602739726 0.004470938897168405
39 118 73 40	0.5 0.0007451564828614009
39 118 75 39	0.08743169398907104 0.004470938897168405
39 118 75 40	0.045714285714285714 0.005961251862891207
39 118 98 53	1.0 0.0007451564828614009
39 118 110 39	0.09090909090909091 0.0007451564828614009
39 118 110 40	0.13541666666666666 0.00819672131147541
39 121 28	0.25 0.0007451564828614009
39 121 28 27	0.05 0.0007451564828614009
39 121 56	0.3448275862068966 0.018628912071535022
39 121 56 27	0.021164021164021163 0.0007451564828614009
39 121 56 39	0.5 0.0007451564828614009
39 121 56 52	0.024691358024691357 0.0014903129657228018
39 121 81 12	0.5 0.0014903129657228018
39 121 81 40	0.1111111111111111 0.0014903129657228018
39 121 124 30	0.03773584905660377 0.0007451564828614009
39 122 20 95	0.013423959218351742 0.01564828614008942
39 122 20 117	0.20080321285140562 0.00894187779433681
39 122 39	0.3989071038251366 0.014903129657228018
39 122 40	0.20212765957446807 0.00894187779433681
39 122 40 27	0.05555555555555555 0.0007451564828614009
39 122 45 52	0.4 0.004470938897168405
39 122 57	0.4628975265017668 0.020864381520119227
39 122 58 40	0.59375 0.005216095380029807
39 122 73 39	0.6 0.004470938897168405
39 126 2 12	0.11208576998050682 0.013412816691505217
39 126 2 39	0.13705583756345177 0.012667660208643815
39 126 2 40	0.08437110834371109 0.01639344262295082
39 126 4 12	0.023809523809523808 0.0007451564828614009
39 126 4 39	0.22666666666666666 0.012667660208643815
39 126 21	0.006527415143603133 0.0022354694485842027
39 126 21 34	0.12928921568627452 0.012667660208643815
39 126 21 95	0.0020069951409591325 0.012667660208643815
39 126 61	0.2757117954677513 0.03502235469448584
39 126 61 27	0.011845730027548209 0.0022354694485842027
39 126 61 34	0.1774193548387097 0.005216095380029807
39 126 61 52	0.03375337533753375 0.0029806259314456036
39 126 61 99	0.026952857002842303 0.005216095380029807
39 126 61 117	0.006080480972876955 0.004470938897168405
40	0.4215328467153285 0.1721311475409836
40 15 80	0.004535441233640016 0.02384500745156483
40 15 80 27	0.0034437864852379153 0.011922503725782414
40 15 80 34	0.099601593625498 0.012667660208643815
40 15 80 95	0.0013289652614661886 0.02533532041728763
40 15 100 12	0.07697893972403776 0.029806259314456036
40 15 100 39	0.09371476888387824 0.02608047690014903
40 15 100 40	0.04279752055910898 0.02608047690014903
40 18	0.005291005291005291 0.0007451564828614009
40 18 18	1.8995415423564796e-06 0.0014903129657228018
40 18 18 34	1.5684769331119946e-07 0.0007451564828614009
40 18 18 95	3.4903423893949378e-06 0.0029806259314456036
40 18 27 18	1.1102217972765136e-06 0.0014903129657228018
40 18 27 34	0.003430531732418525 0.0007451564828614009
40 18 27 95	0.000168321831341525 0.0022354694485842027
40 18 45 110	0.0012518239766530989 0.0014903129657228018
40 18 83	1.943915378651887e-06 0.0014903129657228018
40 18 83 18	3.193238546484766e-05 0.0014903129657228018
40 18 83 27	1.6319364080622899e-06 0.0014903129657228018
40 18 83 34	1.6126514724677848e-07 0.0007451564828614009
40 18 83 83	3.9184380671702896e-05 0.0014903129657228018
40 18 83 95	3.5510258486433665e-06 0.0029806259314456036
40 18 85 12	0.008125 0.005216095380029807
40 18 85 39	0.0051325919589392645 0.004470938897168405
40 18 85 40	0.004532863258625032 0.0037257824143070045
40 18 92 34	0.0032520325203252032 0.0007451564828614009
40 18 92 83	1.176124429300594e-06 0.0014903129657228018
40 18 92 95	0.00016355904481517829 0.0022354694485842027
40 18 95	0.00030674846625766873 0.0014903129657228018
40 18 95 27	0.00025775410258613285 0.0007451564828614009
40 18 122 39	0.043478260869565216 0.0007451564828614009
40 19 84 27	0.006802721088435374 0.0022354694485842027
40 27	0.017114914425427872 0.005216095380029807
40 27 18 34	0.0025940337224383916 0.0007451564828614009
40 27 18 95	0.00020237647807106306 0.0022354694485842027
40 27 27	0.1329923273657289 0.03576751117734724
40 27 27 27	0.04871483153872873 0.01564828614008942
40 27 27 34	0.02631578947368421 0.0007451564828614009
40 27 27 92	0.049709881354464365 0.022354694485842028
40 27 27 99	0.04 0.0007451564828614009
40 27 30 95	0.0009430914187413223 0.018628912071535022
40 27 52 95	0.19047619047619047 0.0014903129657228018
40 27 52 117	0.02021696252465483 0.01564828614008942
40 27 77 12	0.18911174785100288 0.01564828614008942
40 27 77 39	0.25 0.009687034277198211
40 27 77 40	0.12 0.0029806259314456036
40 27 83 34	0.0026490066225165563 0.0007451564828614009
40 27 83 83	0.00034310647537774187 0.0014903129657228018
40 27 83 95	0.00020291619561121256 0.0022354694485842027
