1 66	1.1584196838672682e-05 0.000726480203414457
35 103 30 95	0.003211045998233925 0.006901561932437341
35 103 61 93	0.03236797274275979 0.006901561932437341
36 101 6 71	0.0002415792072820782 0.02397384671267708
36 101 8 10	0.06896551724137931 0.0018162005085361425
36 101 10	0.10730170496664196 0.11187795132582637
36 101 10 14	0.004545454545454545 0.0003632401017072285
36 101 10 32	0.010012014417300761 0.005085361423901199
36 101 12 93	0.005653079440642666 0.013803123864874683
36 101 12 118	0.0013659766733214247 0.0032691609153650564
36 101 33 10	0.05416666666666667 0.00472212132219397
36 101 37 71	0.00037526581328440977 0.005811841627315656
36 101 39 93	0.0032658833035924717 0.022520886305848167
36 101 39 118	0.0013964493981044493 0.007628042135851798
36 101 40 93	0.004265518362040949 0.01888848528877588
36 101 40 118	0.0013795449391488398 0.00726480203414457
36 101 57 93	0.007911094368054247 0.008717762440973484
36 101 73 10	0.06896551724137931 0.0018162005085361425
36 101 109 10	0.03458646616541353 0.008354522339266255
36 101 123 10	0.04854368932038835 0.0018162005085361425
36 127 6 71	0.00010508064939841328 0.000726480203414457
36 127 10	0.1134020618556701 0.003995641118779513
36 127 12 93	0.0047694753577106515 0.0010897203051216855
36 129 101 10	0.02857142857142857 0.0003632401017072285
37 71	0.003284072249589491 0.000726480203414457
37 71 6 71	0.0030844604434752086 0.000726480203414457
37 71 10	0.034013605442176874 0.000726480203414457
37 71 37 71	0.003289473684210526 0.000726480203414457
37 71 79	0.3333333333333333 0.0003632401017072285
37 94	0.028985507246376812 0.000726480203414457
37 94 32	0.38095238095238093 0.0010897203051216855
37 94 75 10	0.11495327102803739 0.002179440610243371
37 94 97	0.01935483870967742 0.0010897203051216855
37 94 97 32	0.5194174757281553 0.001452960406828914
37 102 6 71	0.0002614863876642778 0.019978205593897565
37 102 8 10	0.001694915254237288 0.0003632401017072285
37 102 10	0.04939616816489603 0.07664366146022521
37 102 10 14	0.0021587910769968817 0.0032691609153650564
37 102 10 32	0.05951707225051877 0.01198692335633854
37 102 10 33	0.09225092250922509 0.003995641118779513
37 102 10 79	0.007563025210084034 0.0003632401017072285
37 102 10 97	0.008579778534466578 0.02615328732292045
37 102 10 98	0.08319467554076539 0.003632401017072285
37 102 12 93	0.004995070653959908 0.013439883763167454
37 102 12 118	0.0012325390304026294 0.0032691609153650564
37 102 37 71	0.0032265774378585086 0.000726480203414457
37 102 37 94	0.013704888076747372 0.013439883763167454
37 102 39 93	0.009345794392523364 0.010897203051216855
37 102 40 93	0.004803512432620414 0.023247366509262624
37 102 40 118	0.00110997726336896 0.00472212132219397
37 102 44 10	0.04009296920395119 0.02651652742462768
37 102 45 10	0.0625 0.014892844169996368
37 102 46 111	2.306807770543238e-06 0.0010897203051216855
37 102 50 10	0.026859504132231406 0.00472212132219397
37 102 53 93	0.00974025974025974 0.0010897203051216855
37 102 67 10	0.00847457627118644 0.0003632401017072285
37 102 73 10	0.001694915254237288 0.0003632401017072285
37 102 109 10	0.04086181277860327 0.02615328732292045
37 102 115 10	0.026859504132231406 0.00472212132219397
37 111 6 71	0.00010662374558618223 0.0018162005085361425
37 111 8 10	0.0574468085106383 0.0010897203051216855
37 111 10	0.03793423358416658 0.003632401017072285
37 111 10 32	0.016164994425863992 0.000726480203414457
37 111 10 97	0.010760025194205334 0.002179440610243371
37 111 12 93	0.004472271914132379 0.0010897203051216855
37 111 33 10	0.05319148936170213 0.0010897203051216855
37 111 39 93	0.005613352293989971 0.0010897203051216855
37 111 39 118	0.0037324574499850703 0.000726480203414457
37 111 40 93	0.006748466257668712 0.0010897203051216855
37 111 40 118	0.0038039719395316666 0.000726480203414457
37 111 44 10	0.051094890510948905 0.001452960406828914
37 111 45 10	0.04141501294219154 0.0032691609153650564
37 111 58 10	0.025974025974025976 0.000726480203414457
37 111 88 10	0.019736842105263157 0.0010897203051216855
37 111 109 10	0.03667481662591687 0.001452960406828914
38 80 18 95	0.0015082956259426848 0.0003632401017072285
38 80 93	1.0 0.0003632401017072285
38 80 95	0.019230769230769232 0.000726480203414457
38 100 10	0.043478260869565216 0.0025426807119505995
38 100 10 32	0.11650485436893204 0.0003632401017072285
38 100 10 97	0.002583979328165375 0.0003632401017072285
38 100 12 93	0.05263157894736842 0.0018162005085361425
38 100 20 93	0.9517241379310345 0.0003632401017072285
38 100 20 95	0.02061457689932057 0.000726480203414457
38 100 39 93	0.011095700416088766 0.001452960406828914
38 100 39 118	0.006234413965087282 0.0003632401017072285
38 100 40 93	0.015734265734265736 0.0003632401017072285
38 100 40 118	0.010353753235547885 0.0003632401017072285
38 100 45 10	0.041666666666666664 0.0018162005085361425
38 103 2 10	0.1 0.000726480203414457
38 103 10	0.48148148148148145 0.0025426807119505995
39 15 100 10	0.053691275167785234 0.0018162005085361425
39 27 30 95	0.00019801980198019803 0.0003632401017072285
39 27 92 93	0.0036363636363636364 0.0003632401017072285
39 27 105 10	0.018867924528301886 0.0003632401017072285
39 30 34 93	0.013917884481558803 0.002179440610243371
39 30 85 10	0.08866995073891626 0.004358881220486742
39 30 86	0.0009578544061302681 0.0003632401017072285
39 30 86 10	0.06451612903225806 0.000726480203414457
39 30 95	0.0009573958831977022 0.000726480203414457
39 30 95 93	0.014131897711978465 0.002179440610243371
39 33 105 10	0.0625 0.000726480203414457
39 33 118 10	0.03333333333333333 0.000726480203414457
39 52 105 10	0.08163265306122448 0.001452960406828914
39 52 118 10	0.041666666666666664 0.0010897203051216855
39 77 8 10	0.058823529411764705 0.0003632401017072285
39 77 10	0.03680981595092025 0.006175081729022884
39 77 10 97	0.007886435331230283 0.0018162005085361425
39 77 12 93	0.009966548263613477 0.003632401017072285
39 77 12 118	0.00728877938609999 0.002905920813657828
39 77 33 10	0.058823529411764705 0.0003632401017072285
39 77 39 93	0.010516689529035207 0.0025426807119505995
39 77 39 118	0.007269422989550204 0.001452960406828914
39 77 40 93	0.0049923195084485405 0.0018162005085361425
39 77 44 10	0.03076923076923077 0.002905920813657828
39 77 73 10	0.058823529411764705 0.0003632401017072285
39 92 105 10	0.03125 0.000726480203414457
39 93	0.007102272727272727 0.0018162005085361425
39 93 14 10	0.05555555555555555 0.0018162005085361425
39 93 14 79	0.01098901098901099 0.0003632401017072285
39 93 28 93	0.010945064197011155 0.0018162005085361425
39 93 28 118	0.00822807650667629 0.0010897203051216855
39 93 29 94	0.00904977375565611 0.001452960406828914
39 93 32	0.023952095808383235 0.001452960406828914
39 93 32 97	0.0111340206185567 0.005085361423901199
39 93 33 97	0.004629629629629629 0.0003632401017072285
39 93 75 10	0.04743816254416961 0.00944424264438794
39 93 81 10	0.08433734939759036 0.0025426807119505995
39 93 97 32	0.04120879120879121 0.0010897203051216855
39 98 52 93	0.022727272727272728 0.0003632401017072285
39 99 18 86	0.0001819505094614265 0.0003632401017072285
39 99 27 86	0.00044802867383512545 0.0003632401017072285
39 99 27 95	8.909479686386316e-05 0.0003632401017072285
39 99 85 10	0.08801955990220049 0.0032691609153650564
39 99 92 95	8.909479686386316e-05 0.0003632401017072285
39 99 117 93	0.012987012987012988 0.001452960406828914
39 104 6 71	0.0005841031710653734 0.014892844169996368
39 104 8 10	0.125 0.0010897203051216855
39 104 10	0.3026315789473684 0.09335270613875772
39 104 10 32	0.005494505494505495 0.000726480203414457
39 104 10 97	0.00911854103343465 0.0010897203051216855
39 104 12 93	0.010954616588419406 0.0018162005085361425
39 104 12 118	0.0072992700729927005 0.0010897203051216855
39 104 39 93	0.01166741720227617 0.0018162005085361425
39 104 39 118	0.008457699210778649 0.0010897203051216855
39 104 40 93	0.01076683231024067 0.00472212132219397
39 104 40 118	0.007208269108713392 0.002905920813657828
39 104 43	0.005689900426742532 0.001452960406828914
39 104 45 10	0.05357142857142857 0.0010897203051216855
39 104 73 10	0.125 0.0010897203051216855
39 104 79	0.045454545454545456 0.0003632401017072285
39 104 109 10	0.03125 0.000726480203414457
39 105 6 71	0.00030144409855182176 0.013076643661460226
39 105 10	0.056063375990249846 0.018162005085361425
39 105 10 97	0.0042706964520367935 0.004358881220486742
39 105 20 95	0.0004320955323940711 0.001452960406828914
39 105 23 10	0.06 0.002179440610243371
39 105 39 93	0.011445506105973124 0.005811841627315656
39 105 39 118	0.007687699680511182 0.001452960406828914
39 105 40 93	0.010973566817038203 0.0018162005085361425
39 105 40 118	0.007618317501766827 0.0010897203051216855
39 105 45 10	0.02857142857142857 0.001452960406828914
39 105 73 10	0.03597122302158273 0.0018162005085361425
39 105 88 10	0.06 0.002179440610243371
39 105 123 10	0.09195402298850575 0.002905920813657828
39 117 52 93	0.008564087924636025 0.0018162005085361425
39 117 81 10	0.0625 0.0010897203051216855
39 118	0.004291845493562232 0.0010897203051216855
39 118 6 71	0.00015549396774872175 0.0025426807119505995
39 118 10	0.035182679296346414 0.00472212132219397
39 118 10 97	0.012195121951219513 0.004358881220486742
39 118 28 93	0.006736526946107785 0.0018162005085361425
39 118 29 94	0.024242424242424242 0.001452960406828914
39 118 32 97	0.00975177304964539 0.002905920813657828
39 118 44 10	0.13333333333333333 0.000726480203414457
39 118 53 93	0.011627906976744186 0.0018162005085361425
39 118 53 118	0.008093716719914802 0.0010897203051216855
39 118 75 10	0.10777016969336112 0.003632401017072285
39 118 97 32	0.234375 0.0010897203051216855
39 118 110 10	0.09844559585492228 0.003632401017072285
39 118 110 79	0.5 0.0003632401017072285
39 121 56 10	0.2 0.0003632401017072285
39 122 10	0.25 0.0003632401017072285
39 122 57 118	0.009795191451469279 0.0010897203051216855
39 126 2 10	0.03492063492063492 0.003632401017072285
39 126 21 86	0.00012461447397115174 0.000726480203414457
39 126 21 95	0.00027240533914464724 0.000726480203414457
39 126 61 86	0.00040465351542741526 0.0003632401017072285
39 126 61 93	0.011270233472845545 0.0025426807119505995
39 126 61 95	0.00010954702305964835 0.0003632401017072285
39 126 61 118	0.008164346611434902 0.001452960406828914
40 15 100 10	0.0946372239747634 0.011623683254631312
40 18 18 95	1.3038598369396727e-07 0.000726480203414457
40 18 83 95	1.1667198806586632e-07 0.000726480203414457
40 18 85 10	0.04816955684007707 0.001452960406828914
40 18 95	0.0003365870077415012 0.0003632401017072285
40 27 27 93	0.01839080459770115 0.002905920813657828
40 27 30 95	0.00033723021582733815 0.0010897203051216855
40 27 92 93	0.0199203187250996 0.005448601525608427
40 27 92 118	0.005067567567567568 0.0010897203051216855
40 27 93	0.020833333333333332 0.0003632401017072285
40 27 104 10	0.044444444444444446 0.000726480203414457
40 27 105 10	0.06206896551724138 0.0025426807119505995
40 27 117 93	0.02631578947368421 0.000726480203414457
40 30 18 86	5.695409499943046e-05 0.000726480203414457
40 30 18 95	3.05022190364349e-05 0.000726480203414457
40 30 34 93	0.015614275909402883 0.010170722847802398
40 30 34 118	0.005337465564738292 0.0032691609153650564
40 30 85 10	0.13530927835051546 0.022884126407555393
40 30 86	0.0003049710277523635 0.0003632401017072285
40 30 86 10	0.17318435754189945 0.005085361423901199
40 30 93	0.2857142857142857 0.000726480203414457
40 30 95	0.0018120631633445508 0.005085361423901199
40 30 95 10	0.1111111111111111 0.000726480203414457
40 30 95 32	0.05194805194805195 0.001452960406828914
40 30 95 93	0.015838509316770187 0.013076643661460226
40 30 105 10	0.2222222222222222 0.000726480203414457
40 30 117 93	0.015294117647058824 0.009081002542680712
40 30 117 118	0.004857997010463378 0.0032691609153650564
40 30 118 10	0.25 0.000726480203414457
40 33 105 10	0.125 0.0003632401017072285
40 33 118 10	0.06666666666666667 0.0003632401017072285
40 34 93	0.046511627906976744 0.000726480203414457
40 34 99 95	0.0045045045045045045 0.0003632401017072285
40 45 110 95	0.0002886873909220938 0.000726480203414457
40 52 34 93	0.015379581151832461 0.006175081729022884
40 52 83 95	4.614887627486271e-05 0.0003632401017072285
40 52 85 10	0.2088607594936709 0.006175081729022884
40 52 86 10	0.0625 0.003995641118779513
40 52 93	0.025423728813559324 0.0010897203051216855
40 52 95	0.008695652173913044 0.002179440610243371
40 52 95 93	0.014622641509433962 0.006175081729022884
40 52 95 118	0.0032976092333058533 0.001452960406828914
40 52 105 10	0.06666666666666667 0.0025426807119505995
40 52 117 93	0.016183986371379896 0.007991282237559027
40 52 118 10	0.0581039755351682 0.003995641118779513
40 56 105 10	0.14285714285714285 0.000726480203414457
40 56 118 10	0.2 0.0003632401017072285
40 77 6 71	0.00017631514569140883 0.012713403559752997
40 77 8 10	0.09090909090909091 0.000726480203414457
40 77 10	0.06816479400749063 0.027243007628042135
40 77 10 97	0.007355194606190622 0.008717762440973484
40 77 12 93	0.014980880432755084 0.017435524881946968
40 77 12 118	0.0035666618064356934 0.004358881220486742
40 77 20 93	0.044444444444444446 0.000726480203414457
40 77 20 95	0.0017978201430765197 0.003995641118779513
40 77 39 93	0.01381509032943677 0.010897203051216855
40 77 40 93	0.012498566678133241 0.015982564475118054
40 77 44 10	0.02442528735632184 0.005448601525608427
40 77 79	0.042105263157894736 0.001452960406828914
40 77 109 10	0.05223880597014925 0.0018162005085361425
40 77 123 10	0.06666666666666667 0.0010897203051216855
40 83 18 95	1.7544901841534045e-07 0.000726480203414457
40 83 34 93	0.007575757575757576 0.000726480203414457
40 83 83 95	1.403501300507949e-07 0.000726480203414457
40 83 85 10	0.04816955684007707 0.001452960406828914
40 85 6 71	0.0004109307581672488 0.0003632401017072285
40 85 10	0.21212121212121213 0.001452960406828914
40 85 12 93	0.01990049751243781 0.000726480203414457
40 85 20 95	0.01251967377307197 0.0018162005085361425
40 85 39 93	0.06336633663366337 0.000726480203414457
40 85 40 93	0.07203389830508475 0.000726480203414457
40 86 10	0.21875 0.0003632401017072285
40 86 10 33	0.75 0.0003632401017072285
40 86 21 95	0.008870692596383487 0.0003632401017072285
40 86 53 93	0.09174311926605505 0.000726480203414457
40 86 110 10	0.4 0.0003632401017072285
40 92 27 93	0.017653167185877467 0.002905920813657828
40 92 30 95	0.0003371796793046606 0.0010897203051216855
40 92 92 93	0.018244013683010263 0.002905920813657828
40 92 93	0.025 0.000726480203414457
40 92 105 10	0.08035714285714286 0.0025426807119505995
40 92 117 93	0.016129032258064516 0.0003632401017072285
40 92 118 10	0.1326530612244898 0.003632401017072285
40 93	0.02021772939346812 0.014166363966581911
40 93 6 71	0.0002891155599965509 0.008354522339266255
40 93 14 10	0.04143646408839779 0.005448601525608427
40 93 14 79	0.03862660944206009 0.0032691609153650564
40 93 25 90	0.0024125452352231603 0.001452960406828914
40 93 28 93	0.015937191481359598 0.015619324373410825
40 93 28 118	0.004192532196794219 0.002905920813657828
40 93 29 94	0.011728395061728396 0.004358881220486742
40 93 30 95	0.005958194959953116 0.002905920813657828
40 93 32	0.03018867924528302 0.004358881220486742
40 93 32 97	0.010424274616559325 0.017798764983654194
40 93 33	0.25 0.000726480203414457
40 93 33 97	0.011560693641618497 0.000726480203414457
40 93 53 93	0.014417744916820702 0.007628042135851798
40 93 75 10	0.050857584704062986 0.03196512895023611
40 93 75 79	0.034482758620689655 0.002905920813657828
40 93 79	0.029411764705882353 0.0003632401017072285
40 93 81 10	0.09913793103448276 0.008354522339266255
40 93 97	0.008830022075055188 0.001452960406828914
40 93 98	0.021739130434782608 0.0003632401017072285
40 95	0.016666666666666666 0.0003632401017072285
40 95 30 95	0.018490754622688656 0.0003632401017072285
40 95 32 97	0.02127659574468085 0.0003632401017072285
40 95 33	0.05555555555555555 0.0003632401017072285
40 95 53 93	0.024390243902439025 0.0003632401017072285
40 95 75 10	0.5652173913043478 0.0003632401017072285
40 95 93	0.14285714285714285 0.0003632401017072285
40 95 118 10	0.2857142857142857 0.0003632401017072285
40 98 33 118	0.014705882352941176 0.000726480203414457
40 98 52 118	0.013071895424836602 0.000726480203414457
40 98 104 10	0.05 0.0003632401017072285
40 98 105 10	0.125 0.0003632401017072285
40 99 34 93	0.015220949263502455 0.006175081729022884
40 99 83 95	1.2066801814846993e-05 0.0003632401017072285
40 99 85 10	0.07702265372168285 0.020341445695604796
40 99 85 79	0.007194244604316547 0.000726480203414457
40 99 86 10	0.08 0.005448601525608427
40 99 93	0.038461538461538464 0.0003632401017072285
40 99 95	0.0013190126248351234 0.0025426807119505995
40 99 95 10	0.13333333333333333 0.000726480203414457
40 99 95 93	0.015089163237311385 0.006901561932437341
40 99 117 93	0.015445284258954979 0.006175081729022884
40 104 6 71	0.00024387581049715217 0.02869596803487105
40 104 10	0.06186953597848016 0.02579004722121322
40 104 10 32	0.019726858877086494 0.0025426807119505995
40 104 12 93	0.014675052410901468 0.010897203051216855
40 104 20 93	0.12 0.000726480203414457
40 104 20 95	0.0019080454536988558 0.005448601525608427
40 104 37 71	0.000223463687150838 0.002179440610243371
40 104 39 93	0.016656942604663043 0.014166363966581911
40 104 39 118	0.0037411243089663124 0.0025426807119505995
40 104 40 93	0.015820532590000592 0.022520886305848167
40 104 40 118	0.0032120692411668097 0.005811841627315656
40 104 43	0.001384083044982699 0.001452960406828914
40 104 57 93	0.014781759866127458 0.00726480203414457
40 104 57 118	0.004099480732440558 0.002179440610243371
40 104 79	0.013333333333333334 0.0003632401017072285
40 104 109 10	0.03763440860215054 0.0025426807119505995
40 105 1 66	1.7072726901745625e-05 0.000726480203414457
40 105 6 71	0.00028997639844270066 0.06102433708681439
40 105 6 102	0.0006156877231867997 0.0010897203051216855
40 105 8 10	0.2127659574468085 0.006901561932437341
40 105 10	0.17742918062747487 0.3287322920450418
40 105 10 32	0.025843503230437905 0.011623683254631312
40 105 10 97	0.006478315637934137 0.022884126407555393
40 105 12 93	0.012485693476225159 0.01888848528877588
40 105 12 118	0.0020827416453659 0.004358881220486742
40 105 20 93	0.15770609318996415 0.0010897203051216855
40 105 20 95	0.0016020402995999502 0.007628042135851798
40 105 23 10	0.05394190871369295 0.00472212132219397
40 105 39 93	0.015522067347111878 0.03160188884852888
40 105 39 118	0.0032458247540608554 0.007628042135851798
40 105 40 93	0.015966510711647376 0.014892844169996368
40 105 40 95	0.005714285714285714 0.0003632401017072285
40 105 40 118	0.0038701338483550065 0.0032691609153650564
40 105 43	0.0005193456245131135 0.000726480203414457
40 105 44 10	0.05405405405405406 0.002905920813657828
40 105 45 10	0.08892921960072596 0.015982564475118054
40 105 50 10	0.08333333333333333 0.0032691609153650564
40 105 53 93	0.016483516483516484 0.002179440610243371
40 105 57 93	0.010830324909747292 0.0010897203051216855
40 105 67 10	0.5 0.0003632401017072285
40 105 73 10	0.2127659574468085 0.006901561932437341
40 105 79	0.08860759493670886 0.005085361423901199
40 105 79 32	0.0423728813559322 0.0018162005085361425
40 105 88 10	0.05394190871369295 0.00472212132219397
40 105 88 79	0.031578947368421054 0.0010897203051216855
40 105 115 10	0.08411214953271028 0.0032691609153650564
40 105 123	0.000942507068803016 0.0003632401017072285
40 117 28 93	0.014771048744460856 0.006538321830730113
40 117 30 95	0.003997779011660188 0.002179440610243371
40 117 52 93	0.016200294550810016 0.011260443152924083
40 117 52 118	0.005710317154101397 0.0025426807119505995
40 117 81 10	0.11818181818181818 0.00472212132219397
40 117 93	0.038461538461538464 0.0018162005085361425
40 117 104 10	0.06666666666666667 0.0010897203051216855
40 117 105 10	0.05084745762711865 0.0025426807119505995
40 118	0.0033883947479881405 0.002905920813657828
40 118 6 71	0.00019650565439622019 0.015982564475118054
40 118 10	0.050742574257425746 0.02905920813657828
40 118 10 32	0.0183982683982684 0.002905920813657828
40 118 10 97	0.009408075264602116 0.017072284780239737
40 118 10 98	0.023391812865497075 0.0010897203051216855
40 118 21 95	0.00881704628949302 0.002179440610243371
40 118 28 93	0.012545739675901725 0.010897203051216855
40 118 28 118	0.003161222339304531 0.002905920813657828
40 118 29 94	0.015625 0.0025426807119505995
40 118 32 97	0.008223684210526315 0.007628042135851798
40 118 40 93	0.0062402496099844 0.001452960406828914
40 118 44 10	0.02702702702702703 0.0010897203051216855
40 118 53 93	0.016181612019276197 0.012713403559752997
40 118 53 95	0.02702702702702703 0.0003632401017072285
40 118 53 118	0.004269480874915158 0.002905920813657828
40 118 75 10	0.0701579935918683 0.01888848528877588
40 118 79	0.02040816326530612 0.0003632401017072285
40 118 98 10	0.15384615384615385 0.003632401017072285
40 118 109 10	0.1509433962264151 0.002905920813657828
40 118 110 10	0.051047120418848166 0.011623683254631312
40 121 56 93	0.013522215067611075 0.007628042135851798
40 121 105 10	0.13333333333333333 0.000726480203414457
40 122 6 71	0.00047780591523723066 0.003632401017072285
40 122 12 118	0.005272407732864675 0.002179440610243371
40 122 39 93	0.014731720502770645 0.008354522339266255
40 122 57 93	0.015239477503628448 0.007628042135851798
40 122 57 118	0.004202832343535861 0.002179440610243371
40 122 58 10	0.07142857142857142 0.0032691609153650564
40 124 59 93	0.03508771929824561 0.000726480203414457
40 126 2 10	0.041237113402061855 0.013803123864874683
40 126 21 95	0.00011333050007083156 0.002905920813657828
40 126 61 93	0.014116375149619676 0.01634580457682528
40 126 61 118	0.0037652895262567676 0.003995641118779513
41 106 6 71	0.00024143248398262874 0.08027606247729749
41 106 6 102	0.00011519739669772759 0.000726480203414457
41 106 8 10	0.05146476642913698 0.017435524881946968
41 106 10	0.05215726866456362 0.28078459861968763
41 106 10 32	0.05960181451612903 0.03269160915365056
41 106 10 33	0.0750392464678179 0.010170722847802398
41 106 10 97	0.008999268966946663 0.09589538685070832
41 106 10 98	0.039661466976435446 0.007628042135851798
41 106 12 93	0.006753686645462431 0.051216854340719216
41 106 12 118	0.001874593519262405 0.017072284780239737
41 106 20 95	3.082819958176409e-05 0.005811841627315656
41 106 22 71	0.0002760275689576016 0.007628042135851798
41 106 23 10	0.030648223487930566 0.039593171086087904
41 106 33 10	0.039525691699604744 0.010170722847802398
41 106 37 71	0.00030470980589745436 0.027606247729749366
41 106 37 94	0.007629107981220657 0.00472212132219397
41 106 39 93	0.004480305042045416 0.06284053759535052
41 106 39 117	9.534375758416253e-05 0.000726480203414457
41 106 39 118	0.0018198727427221817 0.017435524881946968
41 106 40 93	0.004844943916645511 0.08499818379949146
41 106 40 118	0.0016253492804668176 0.021067925899019253
41 106 44 10	0.039299092121135165 0.08209226298583364
41 106 45 10	0.041780155642023344 0.10316018888485289
41 106 50 10	0.019230769230769232 0.01198692335633854
41 106 58 10	0.0506155950752394 0.025426807119505995
41 106 67 10	0.0058823529411764705 0.000726480203414457
41 106 73 10	0.05146476642913698 0.017435524881946968
41 106 79	0.010758472296933835 0.00472212132219397
41 106 79 10	0.033816425120772944 0.0025426807119505995
41 106 88 10	0.030648223487930566 0.039593171086087904
41 106 109 10	0.04107704402515723 0.07482746095168907
41 106 115 10	0.019230769230769232 0.01198692335633854
41 106 123 10	0.06600496277915632 0.03922993098438068
41 111 6 71	0.00022609990956003618 0.006175081729022884
41 111 10	0.05 0.0032691609153650564
43	0.13333333333333333 0.000726480203414457
43 30 95	0.007692307692307693 0.0003632401017072285
43 32 97	0.023255813953488372 0.000726480203414457
43 75 10	0.5859872611464968 0.000726480203414457
43 75 43	1.0 0.000726480203414457
43 81 10	0.6666666666666666 0.001452960406828914
43 108 6 71	0.0009873292743129835 0.001452960406828914
43 108 10	0.9259259259259259 0.006538321830730113
44 1 66 10	0.05509830818472794 0.008354522339266255
44 6 71	0.000534351145038168 0.002905920813657828
44 6 71 10	0.06007694584196508 0.01961496549219034
44 10	0.0898876404494382 0.002905920813657828
44 10 14 10	0.09523809523809523 0.0010897203051216855
44 10 14 79	0.09433962264150944 0.0018162005085361425
44 10 28 93	0.02732919254658385 0.006538321830730113
44 10 29 94	0.059027777777777776 0.003995641118779513
44 10 32	0.1 0.0018162005085361425
44 10 32 97	0.02033271719038817 0.006175081729022884
44 10 32 98	0.37037037037037035 0.0018162005085361425
44 10 75 10	0.08771573604060914 0.015619324373410825
44 10 75 79	0.058823529411764705 0.001452960406828914
44 10 97 32	0.20261437908496732 0.002905920813657828
44 10 97 79	0.1 0.0003632401017072285
44 12 77 10	0.031746031746031744 0.000726480203414457
44 20 34 93	0.014814814814814815 0.000726480203414457
44 20 85 10	0.08917197452229299 0.0010897203051216855
44 23 10 32	1.0 0.0003632401017072285
44 36 101 10	0.05778894472361809 0.002179440610243371
44 37 94 32	0.14285714285714285 0.0003632401017072285
44 37 102 10	0.05420499342969776 0.00726480203414457
44 41 106 10	0.05341551104262968 0.011623683254631312
44 44 109 10	0.15384615384615385 0.000726480203414457
44 46 102 10	0.06172839506172839 0.002179440610243371
44 46 111 10	0.04884137849290307 0.020704685797312022
44 46 111 79	0.011650485436893204 0.003632401017072285
44 46 111 121	0.003656307129798903 0.0003632401017072285
44 79	0.3333333333333333 0.0003632401017072285
44 79 14 10	0.3333333333333333 0.000726480203414457
44 79 32	0.5 0.0003632401017072285
44 79 75 10	0.23404255319148937 0.001452960406828914
44 109 10	0.585 0.02869596803487105
44 109 10 32	0.1927710843373494 0.0018162005085361425
44 109 10 97	0.01834862385321101 0.004358881220486742
44 109 40 93	0.03225806451612903 0.0010897203051216855
44 109 44 10	0.053465346534653464 0.00472212132219397
44 109 44 79	0.0625 0.0003632401017072285
44 109 109 10	0.125 0.000726480203414457
44 110 10 32	0.25 0.0003632401017072285
44 110 45 10	0.625 0.0018162005085361425
45 6 71	0.00035801963993453353 0.002179440610243371
45 6 71 10	0.04948603057459146 0.0370504903741373
45 6 71 32	0.07317073170731707 0.004358881220486742
45 6 71 79	0.006535947712418301 0.0003632401017072285
45 10	0.40540540540540543 0.02179440610243371
45 10 6 71	0.0027256525841283154 0.005448601525608427
45 10 14 79	0.2972972972972973 0.0032691609153650564
45 10 25 90	0.03825136612021858 0.0025426807119505995
45 10 28 93	0.026185421089879687 0.00980748274609517
45 10 29 94	0.05351170568561873 0.00472212132219397
45 10 32	0.09090909090909091 0.001452960406828914
45 10 32 97	0.019504480759093307 0.00944424264438794
45 10 33	0.3333333333333333 0.000726480203414457
45 10 33 98	0.6666666666666666 0.001452960406828914
45 10 53 93	0.009259259259259259 0.000726480203414457
45 10 75 10	0.21291581805838425 0.0370504903741373
45 10 97	0.0136986301369863 0.0018162005085361425
45 10 97 32	0.3341404358353511 0.004358881220486742
45 10 98 33	0.6 0.002179440610243371
45 21 85 10	0.3177570093457944 0.002905920813657828
45 21 86 10	0.19555555555555557 0.002179440610243371
45 21 95	0.010610079575596816 0.0010897203051216855
45 21 95 93	0.13333333333333333 0.0010897203051216855
45 33 98 10	0.5 0.000726480203414457
45 37 111 10	0.013315869897402313 0.0018162005085361425
45 53 77 10	0.10650887573964497 0.005811841627315656
45 53 86 10	0.26 0.0010897203051216855
45 53 93	0.0316622691292876 0.004358881220486742
45 53 93 98	0.125 0.000726480203414457
45 53 95	0.013513513513513514 0.0003632401017072285
45 53 104 10	0.12837837837837837 0.005448601525608427
45 53 104 79	0.21428571428571427 0.002179440610243371
45 53 105 10	0.06964285714285715 0.008717762440973484
45 53 118 10	0.10221465076660988 0.013803123864874683
45 53 122 10	0.6666666666666666 0.000726480203414457
45 67 2 10	0.13114754098360656 0.001452960406828914
45 98 6 71	0.000423728813559322 0.0003632401017072285
45 98 10	0.21428571428571427 0.0010897203051216855
45 109 10 98	0.5 0.0003632401017072285
45 109 44 10	0.4583333333333333 0.003995641118779513
45 110 6 71	0.0003154954138439388 0.005085361423901199
45 110 8 10	0.6551724137931034 0.002905920813657828
45 110 10	0.6206261510128913 0.06320377769705776
45 110 10 32	0.05172413793103448 0.002905920813657828
45 110 10 97	0.011650485436893204 0.0032691609153650564
45 110 12 118	0.0035366931918656055 0.0003632401017072285
45 110 39 93	0.010904733373277412 0.004358881220486742
45 110 39 118	0.0059822924144532184 0.0018162005085361425
45 110 40 93	0.008913733192325125 0.004358881220486742
45 110 40 118	0.004894762604013705 0.0018162005085361425
45 110 45 10	0.4496487119437939 0.022157646204140936
45 110 79	0.18181818181818182 0.002179440610243371
45 110 88 10	0.14285714285714285 0.000726480203414457
